location_id,name,stars,rating,num_reviews,ranking_seville,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
1866496,Pension Santa Maria la Blanca,2,2.2,97,#116 of 117 B&Bs / Inns in Seville,57,372,$127,"Calle Santa Maria La Blanca s/n, 41004 Seville Spain",+34 954 42 11 74,37.38634,-5.98732,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d1866496-Reviews-Pension_Santa_Maria_la_Blanca-Seville_Province_of_Seville_Andalucia.html
1892936,Apartamentos Alvarez Quintero,,3.4,34,#253 of 462 Specialty lodging in Seville,,,,"C/ Alvarez Quintero, 19. 1apl, 41004 Seville Spain",+34 639 60 26 25,37.38879,-5.993435,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d1892936-Reviews-Apartamentos_Alvarez_Quintero-Seville_Province_of_Seville_Andalucia.html
1903396,Hostal Sevilla Santa Justa,2,3.2,108,#45 of 117 B&Bs / Inns in Seville,80,203,$99,"Calle de Juan de Vera 20, 41003 Seville Spain",+34 954 41 36 28,37.38965,-5.98133,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d1903396-Reviews-Hostal_Sevilla_Santa_Justa-Seville_Province_of_Seville_Andalucia.html
1931605,Comme a la Maison,,4.7,26,#39 of 117 B&Bs / Inns in Seville,,,,"Barrio Feria, 41003 Seville Spain",+33 6 83 03 30 33,37.39777,-5.99153,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d1931605-Reviews-Comme_a_la_Maison-Seville_Province_of_Seville_Andalucia.html
1934858,SleepinSevilla Apartaments,3,4.3,70,#82 of 462 Specialty lodging in Seville,92,461,,"Calle Quiros 4, 41001 Seville Spain",+34 609 54 15 49,37.38814,-5.99769,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d1934858-Reviews-SleepinSevilla_Apartaments-Seville_Province_of_Seville_Andalucia.html
1935601,Rey de Sevilla Flats Macarena,2,4.4,76,#46 of 462 Specialty lodging in Seville,69,155,,"Plaza San Gil no 2, 41003 Seville Spain",+34 954 91 58 00,37.40193,-5.98909,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d1935601-Reviews-Rey_de_Sevilla_Flats_Macarena-Seville_Province_of_Seville_Andalucia.html
1958139,Hostal Trajano,1,3.2,44,#64 of 117 B&Bs / Inns in Seville,59,144,$85,"Calle Trajano 3, 41002 Seville Spain",+34 954 38 24 21,37.3941,-5.995289,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d1958139-Reviews-Hostal_Trajano-Seville_Province_of_Seville_Andalucia.html
1958774,La Caja Habitada,,3.4,44,#291 of 462 Specialty lodging in Seville,,,,"Calle Credito 20 Alameda de Hercules, 41002 Seville Spain",+34 954 90 24 45,37.40123,-5.994413,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d1958774-Reviews-La_Caja_Habitada-Seville_Province_of_Seville_Andalucia.html
2022141,Life Apartments Giralda Suites,3,4.5,109,#48 of 462 Specialty lodging in Seville,,,,"Calle Hernando Colon 22-26, 41004 Seville Spain",+34 956 05 98 83,37.387207,-5.993664,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2022141-Reviews-Life_Apartments_Giralda_Suites-Seville_Province_of_Seville_Andalucia.html
2022592,Onefam Centro,,4.4,330,#36 of 462 Specialty lodging in Seville,40,240,$110,"Pl. Fdo. de Herrera, 8, 41003 Seville Spain",+34 682 48 58 14,37.393997,-5.993818,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2022592-Reviews-Onefam_Centro-Seville_Province_of_Seville_Andalucia.html
2075622,Apartamentos Turisticos La Encarnacion,2,3.4,18,#245 of 462 Specialty lodging in Seville,145,565,,"Calle Atienza 12, 41003 Seville Spain",,37.39457,-5.99296,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2075622-Reviews-Apartamentos_Turisticos_La_Encarnacion-Seville_Province_of_Seville_Andalucia.html
2089938,Apartamentos Altamira Sevilla,3.5,4,59,#125 of 462 Specialty lodging in Seville,95,404,,"Calle Ximenez de Enciso 33, 41002 Seville Spain",+34 717 10 33 31,37.38658,-5.98825,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2089938-Reviews-Apartamentos_Altamira_Sevilla-Seville_Province_of_Seville_Andalucia.html
2097999,Joy Plaza De Armas,2,4.3,767,#18 of 462 Specialty lodging in Seville,58,230,$44,"Calle Almirante Ulloa 1, 41001 Seville Spain",+34 955 26 26 96,37.392742,-5.99843,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2097999-Reviews-Joy_Plaza_De_Armas-Seville_Province_of_Seville_Andalucia.html
2105717,The Spot Central Hostel,3,4,115,#70 of 462 Specialty lodging in Seville,58,227,$94,"Calle Adriano 6, 41001 Seville Spain",+34 955 29 58 37,37.3864,-5.997019,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2105717-Reviews-The_Spot_Central_Hostel-Seville_Province_of_Seville_Andalucia.html
2108321,Itaca Sevilla by Soho Boutique,3,4,647,#93 of 217 hotels in Seville,129,451,$159,"Calle Santillana 5 Casco Antiguo, 41004 Seville Spain",+34 954 22 81 56,37.391888,-5.991017,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d2108321-Reviews-Itaca_Sevilla_by_Soho_Boutique-Seville_Province_of_Seville_Andalucia.html
2165466,Pension Bienvenido,,3.4,27,#68 of 117 B&Bs / Inns in Seville,77,116,$74,"Calle Archeros 14, 41004 Seville Spain",+34 954 41 36 55,37.38657,-5.98699,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2165466-Reviews-Pension_Bienvenido-Seville_Province_of_Seville_Andalucia.html
2213871,Pension Macarena,1,4,64,#103 of 462 Specialty lodging in Seville,86,138,$86,"Calle San Luis 91, 41003 Seville Spain",+34 954 37 01 41,37.400616,-5.988587,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2213871-Reviews-Pension_Macarena-Seville_Province_of_Seville_Andalucia.html
2271496,Pension Perez Montilla,2,3.3,464,#24 of 117 B&Bs / Inns in Seville,55,119,$68,"Plaza Curtidores 13, 41004 Seville Spain",+34 954 42 18 54,37.386814,-5.986254,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2271496-Reviews-Pension_Perez_Montilla-Seville_Province_of_Seville_Andalucia.html
2285486,Union Campana Hostal,1,2.9,62,#95 of 117 B&Bs / Inns in Seville,,,,"Calle Tarifa 4, 41002 Seville Spain",+34 954 21 17 90,37.393364,-5.994914,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2285486-Reviews-Union_Campana_Hostal-Seville_Province_of_Seville_Andalucia.html
2299927,Hostal San Vicente II,1,4.6,259,#6 of 117 B&Bs / Inns in Seville,68,171,,"Calle Beatriz de Suabia 104, 41005 Seville Spain",+34 954 63 68 64,37.382122,-5.967332,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2299927-Reviews-Hostal_San_Vicente_II-Seville_Province_of_Seville_Andalucia.html
2303701,Pension Torregrosa,,3.1,55,#78 of 117 B&Bs / Inns in Seville,,,,"Calle Vidrio 9, 41003 Seville Spain",,37.38933,-5.98551,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2303701-Reviews-Pension_Torregrosa-Seville_Province_of_Seville_Andalucia.html
2323674,Suites Murillo Alcázar,2,4.8,312,#4 of 462 Specialty lodging in Seville,144,546,,"Calle Miguel de Mañara 2 Barrio De Santa Cruz, 41004 Seville Spain",+34 954 21 60 95,37.384293,-5.992357,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2323674-Reviews-Suites_Murillo_Alcazar-Seville_Province_of_Seville_Andalucia.html
2335411,Apartamentos Mariscal,,4.3,113,#62 of 462 Specialty lodging in Seville,100,274,,"c/ Mariscal 4, Barrio de Santa Cruz, Seville Spain",+34 687 71 21 19,37.38579,-5.98769,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2335411-Reviews-Apartamentos_Mariscal-Seville_Province_of_Seville_Andalucia.html
2352134,The Architect,2,4.6,83,#66 of 462 Specialty lodging in Seville,,,,"Calle Joaquin Guichot 8 1-Planta, 41001 Seville Spain",+34 955 32 46 40,37.38787,-5.99516,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2352134-Reviews-The_Architect-Seville_Province_of_Seville_Andalucia.html
2408798,Hostal El Rincon De Carlota,1,3,69,#89 of 117 B&Bs / Inns in Seville,103,360,,"Calle de Juan Rabadan 28, 41002 Seville Spain",+34 954 38 31 07,37.397354,-5.9985290000000004,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2408798-Reviews-Hostal_El_Rincon_De_Carlota-Seville_Province_of_Seville_Andalucia.html
2435950,Sercotel Las Casas de los Mercaderes,3,4.1,834,#82 of 217 hotels in Seville,122,410,$152,"C/ Álvarez Quintero, 9 y 13, 41004 Seville Spain",+34 900 938 038,37.38912,-5.993251,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d2435950-Reviews-Sercotel_Las_Casas_de_los_Mercaderes-Seville_Province_of_Seville_Andalucia.html
2437743,Pension Javier,2,2.2,93,#114 of 117 B&Bs / Inns in Seville,50,187,$63,"Calle Archeros 16, 41004 Seville Spain",+34 954 41 23 25,37.38667,-5.98706,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2437743-Reviews-Pension_Javier-Seville_Province_of_Seville_Andalucia.html
2460506,Pension Gala,1,3.4,84,#56 of 117 B&Bs / Inns in Seville,60,151,$94,"Calle Gravina 52, 41001 Seville Spain",+34 954 21 45 03,37.39135,-6.000988,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2460506-Reviews-Pension_Gala-Seville_Province_of_Seville_Andalucia.html
2519889,AZZ Sevilla Torre de la Plata Apartamentos,3,4.4,228,#27 of 462 Specialty lodging in Seville,139,473,$201,"Calle Santander, 15, 41001 Seville Spain",+34 650 02 49 06,37.383057,-5.995567,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2519889-Reviews-AZZ_Sevilla_Torre_de_la_Plata_Apartamentos-Seville_Province_of_Seville_Andalucia.html
2537696,Trotamundos Youth Hostel,2.5,3.1,167,#399 of 462 Specialty lodging in Seville,21,118,,"Calle Bailen 12, 41001 Seville Spain",+34 955 29 70 68,37.390926,-5.998292,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2537696-Reviews-Trotamundos_Youth_Hostel-Seville_Province_of_Seville_Andalucia.html
2554486,Majaravique Hotel,2,3.3,16,#82 of 117 B&Bs / Inns in Seville,,,,"Carretera Sevilla Km 5, 41300 Seville Spain",+34 954 90 30 99,37.39863,-5.9996,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2554486-Reviews-Majaravique_Hotel-Seville_Province_of_Seville_Andalucia.html
2632321,Casas y Patios de Triana,3,3.1,44,#386 of 462 Specialty lodging in Seville,,,,"Calle Pureza 89, 41010 Seville Spain",+34 635 42 20 32,37.38281,-5.9999,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2632321-Reviews-Casas_y_Patios_de_Triana-Seville_Province_of_Seville_Andalucia.html
2648785,Cathedral House Sevilla,2,4.1,54,#107 of 462 Specialty lodging in Seville,170,302,,"Calle Arfe 36-10 A, 41001 Seville Spain",,37.385433,-5.995425,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2648785-Reviews-Cathedral_House_Sevilla-Seville_Province_of_Seville_Andalucia.html
2651565,Apartamentos Mariano de Cavia,3,2.8,28,#388 of 462 Specialty lodging in Seville,101,360,,"Calle Mariano de Cavia 1, 41001 Seville Spain",+34 954 56 35 93,37.386955,-5.99571,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2651565-Reviews-Apartamentos_Mariano_de_Cavia-Seville_Province_of_Seville_Andalucia.html
2652810,Hostal Alcobia,2,2.8,73,#106 of 117 B&Bs / Inns in Seville,42,121,$44,"Avenida Menendez y Pelayo 51, 41003 Seville Spain",+34 854 60 90 22,37.38853,-5.984958,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d2652810-Reviews-Hostal_Alcobia-Seville_Province_of_Seville_Andalucia.html
2655035,Puerta Catedral Suites,3,4.6,274,#11 of 462 Specialty lodging in Seville,209,746,$184,"Avenida De La Constitución, 22, 41004 Seville Spain",+34 954 21 69 12,37.386055,-5.994176,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2655035-Reviews-Puerta_Catedral_Suites-Seville_Province_of_Seville_Andalucia.html
2664016,Casa Coquillat,,4.4,28,#132 of 462 Specialty lodging in Seville,,,,"Calle Alvarez Quintero 21, 41004 Seville Spain",+34 687 71 21 19,37.38878,-5.99325,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2664016-Reviews-Casa_Coquillat-Seville_Province_of_Seville_Andalucia.html
2695248,Hotel Boutique Elvira Plaza Seville,3,4.2,602,#84 of 217 hotels in Seville,127,325,$120,"Plaza de Dona Elvira, 41004 Seville Spain",+34 954 56 33 56,37.384865,-5.990483,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d2695248-Reviews-Hotel_Boutique_Elvira_Plaza_Seville-Seville_Province_of_Seville_Andalucia.html
2698826,Singular Siete Revueltas,3.5,4.3,184,#39 of 462 Specialty lodging in Seville,,,,"Calle Siete Revueltas 5, 41001 Seville Spain",+34 954 21 01 02,37.390938,-5.991877,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d2698826-Reviews-Singular_Siete_Revueltas-Seville_Province_of_Seville_Andalucia.html
3134661,Hotel Palacio Alcazar,4,4,438,#116 of 217 hotels in Seville,106,449,$165,"Plaza de la Alianza, 11, 41004 Seville Spain",+34 954 50 21 90,37.385517,-5.991019,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3134661-Reviews-Hotel_Palacio_Alcazar-Seville_Province_of_Seville_Andalucia.html
3155772,APARTAMENTOS ALMANSA 11,,3.9,29,#169 of 462 Specialty lodging in Seville,131,217,,"Calle Almansa 11, 41001 Seville Spain",+34 747 80 14 34,37.38841,-5.99968,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3155772-Reviews-APARTAMENTOS_ALMANSA_11-Seville_Province_of_Seville_Andalucia.html
3160550,Alfonso XI Pension,,3.8,13,#65 of 117 B&Bs / Inns in Seville,,,,"Calle Jose Luis de Casso 4, 41005 Seville Spain",+34 954 63 51 42,37.38254,-5.96959,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3160550-Reviews-Alfonso_XI_Pension-Seville_Province_of_Seville_Andalucia.html
3244990,Corral del Conde,3,3.9,77,#96 of 462 Specialty lodging in Seville,131,384,,"Calle de Santiago 27 41003, 41003 Seville Spain",+34 955 22 55 25,37.392014,-5.986682,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3244990-Reviews-Corral_del_Conde-Seville_Province_of_Seville_Andalucia.html
3268161,Holiday Rentals Tempa Museo,2,4.4,579,#21 of 462 Specialty lodging in Seville,88,313,$84,"Calle de San Vicente 4, 41002 Seville Spain",+34 954 38 98 54,37.393356,-5.999429,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3268161-Reviews-Holiday_Rentals_Tempa_Museo-Seville_Province_of_Seville_Andalucia.html
3371353,B&B Casa Alfareria 59,3,4.7,232,#19 of 462 Specialty lodging in Seville,104,156,$108,"Calle Alfareria 59 4 minutes walking far from the Triana Market & Triana Bridge., 41010 Seville Spain",+34 954 34 13 17,37.386284,-6.005925,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3371353-Reviews-B_B_Casa_Alfareria_59-Seville_Province_of_Seville_Andalucia.html
3373603,La Via Mezquita,,4.3,111,#149 of 217 hotels in Seville,,,,"Calle Mezquita 3, 41004 Seville Spain",+34 954 21 04 67,37.38543,-5.988296,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3373603-Reviews-La_Via_Mezquita-Seville_Province_of_Seville_Andalucia.html
3389893,Pension El Arenal,,2.7,3,#88 of 117 B&Bs / Inns in Seville,,,,"Calle Pastor y Landero 21, 41001 Seville Spain",+34 954 22 61 77,37.38784,-5.99954,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3389893-Reviews-Pension_El_Arenal-Seville_Province_of_Seville_Andalucia.html
3392928,Pension Romero,,3.4,37,#59 of 117 B&Bs / Inns in Seville,,,,"Calle Gravina 21, 41001 Seville Spain",+34 954 21 13 53,37.39195,-6.0011,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3392928-Reviews-Pension_Romero-Seville_Province_of_Seville_Andalucia.html
3395488,Malaver 23,,4.1,23,#151 of 462 Specialty lodging in Seville,185,185,,"Calle Palacios Malaver 23, 41003 Seville Spain",,37.39836,-5.991231,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3395488-Reviews-Malaver_23-Seville_Province_of_Seville_Andalucia.html
3410801,Pension Nuevo Pino,2.5,3.7,792,#12 of 117 B&Bs / Inns in Seville,,,,"Calle Tarifa 6, 41002 Seville Spain",+34 854 70 39 87,37.393295,-5.994952,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3410801-Reviews-Pension_Nuevo_Pino-Seville_Province_of_Seville_Andalucia.html
3428130,Pension Gran Plaza,,2.2,46,#112 of 117 B&Bs / Inns in Seville,52,53,,"Plaza Gran Plaza 4, 41005 Seville Spain",+34 954 63 15 98,37.38105,-5.9663,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3428130-Reviews-Pension_Gran_Plaza-Seville_Province_of_Seville_Andalucia.html
3438904,Singular Gran Poder,3,3.6,55,#165 of 462 Specialty lodging in Seville,,,,"Calle Santa Barbara 12, 41002 Seville Spain",+34 954 21 01 02,37.39656,-5.99535,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3438904-Reviews-Singular_Gran_Poder-Seville_Province_of_Seville_Andalucia.html
3443526,Apartamentos Avenida,3,3.2,65,#370 of 462 Specialty lodging in Seville,112,393,$153,"Calle Adolfo Rodriguez Jurado 16, 41001 Seville Spain",+34 650 49 52 80,37.38375,-5.994115,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3443526-Reviews-Apartamentos_Avenida-Seville_Province_of_Seville_Andalucia.html
3443772,Apartamentos Calle Rosario,3.5,3.9,18,#235 of 462 Specialty lodging in Seville,119,438,,"Calle Rosario 1, 41001 Seville Spain",+34 691 44 58 77,37.39004,-5.99526,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3443772-Reviews-Apartamentos_Calle_Rosario-Seville_Province_of_Seville_Andalucia.html
3452093,Pierre & Vacances Sevilla  Apartamentos,2,4.1,809,#22 of 462 Specialty lodging in Seville,100,325,$97,"Calle Pages del Corro 102, 41010 Seville Spain",+34 954 04 38 46,37.382797,-6.003896,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3452093-Reviews-Pierre_Vacances_Sevilla_Apartamentos-Seville_Province_of_Seville_Andalucia.html
3458589,Apartamentos Jentoft,2,3.8,21,#170 of 462 Specialty lodging in Seville,,,,"Calle Benidorm 8, 41001 Seville Spain",,37.38945,-6.00307,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3458589-Reviews-Apartamentos_Jentoft-Seville_Province_of_Seville_Andalucia.html
3463970,Apartamentos Reales Alcazares,,3.3,4,#338 of 462 Specialty lodging in Seville,,,,"Plaza de la Alianza 4, 41003 Seville Spain",,37.38543,-5.99116,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3463970-Reviews-Apartamentos_Reales_Alcazares-Seville_Province_of_Seville_Andalucia.html
3485553,Hotel Palace Sevilla,3,3.8,846,#106 of 217 hotels in Seville,104,253,,"Plaza de la Encarnación 17, 41003 Seville Spain",+34 955 31 09 09,37.393356,-5.991316,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3485553-Reviews-Hotel_Palace_Sevilla-Seville_Province_of_Seville_Andalucia.html
3490110,Apartamentos Plaza del Salvador,3,3.4,34,#189 of 462 Specialty lodging in Seville,121,307,$153,"Huelva, 3, 41001 Seville Spain",+34 955 26 85 85,37.39013,-5.99207,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3490110-Reviews-Apartamentos_Plaza_del_Salvador-Seville_Province_of_Seville_Andalucia.html
3529161,Nuestra Senora de Valme,1,3.3,23,#186 of 217 hotels in Seville,,,,"Calle Ambrosio de La Cuesta 11, 41014 Seville Spain",,37.32722,-5.9697,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3529161-Reviews-Nuestra_Senora_de_Valme-Seville_Province_of_Seville_Andalucia.html
3547777,Apartamentos Espacio Eslava,1,4.7,74,#54 of 462 Specialty lodging in Seville,146,388,$196,"Calle Eslava 3, 41002 Seville Spain",+34 954 91 54 82,37.397564,-5.996868,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3547777-Reviews-Apartamentos_Espacio_Eslava-Seville_Province_of_Seville_Andalucia.html
3556077,Backpackers Sevilla Center,,0,0,,,,,"Plaza de la Encarnacion, 29, 41004 Seville Spain",,37.39373,-5.99238,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3556077-Reviews-Backpackers_Sevilla_Center-Seville_Province_of_Seville_Andalucia.html
3592579,Hostal Acueducto,,3,1,#85 of 117 B&Bs / Inns in Seville,,,,"Calle Amador de los Rios 1A, 41003 Seville Spain",,37.38881,-5.98278,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3592579-Reviews-Hostal_Acueducto-Seville_Province_of_Seville_Andalucia.html
3603191,Aguila Inn Sevilla Backpacker Hostel,,5,2,#296 of 462 Specialty lodging in Seville,,,,"Calle Manuel Gonzalo Mateu 65, 41014 Seville Spain",+34 954 68 01 06,37.3207,-5.96739,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3603191-Reviews-Aguila_Inn_Sevilla_Backpacker_Hostel-Seville_Province_of_Seville_Andalucia.html
3605679,Las Casas De Gremios Reales,4,0,0,,,,,"Callejon de dos hermanas 7, plaza de sta. Maria la blanca, Seville Spain",,37.38679,-5.98748,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d3605679-Reviews-Las_Casas_De_Gremios_Reales-Seville_Province_of_Seville_Andalucia.html
3619411,Sleepin Sevilla Arenal,,4.2,42,#93 of 462 Specialty lodging in Seville,101,277,,"Calle Pastor y Landero 47, 41001 Seville Spain",+34 609 54 15 49,37.386868,-5.998248,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3619411-Reviews-Sleepin_Sevilla_Arenal-Seville_Province_of_Seville_Andalucia.html
3619711,Living-Sevilla Maestranza,3.5,4.6,125,#41 of 462 Specialty lodging in Seville,155,467,,"Calle Santas Patronas 52, 41001 Seville Spain",+34 954 21 79 14,37.38741,-5.998267,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3619711-Reviews-Living_Sevilla_Maestranza-Seville_Province_of_Seville_Andalucia.html
3640924,Infantes Singular Apartments,,3.9,36,#134 of 462 Specialty lodging in Seville,,,,"Calle Infantes 6, 41003 Seville Spain",+34 954 21 01 02,37.396576,-5.98951,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3640924-Reviews-Infantes_Singular_Apartments-Seville_Province_of_Seville_Andalucia.html
3643568,Singular Castellar,3,4.2,126,#64 of 462 Specialty lodging in Seville,,,,"Calle Castellar 6 Corner with Alberto Lista, 41003 Seville Spain",+34 954 21 01 02,37.39604,-5.991748,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3643568-Reviews-Singular_Castellar-Seville_Province_of_Seville_Andalucia.html
3690058,Ibis Budget Sevilla Aeropuerto,1,3.7,931,#135 of 217 hotels in Seville,64,197,$72,"Plaza Gota de Leche, 1 Pension Norta : H/Se/01250, 41007 Seville Spain",+34 954 36 73 96,37.408867,-5.949714,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3690058-Reviews-Ibis_Budget_Sevilla_Aeropuerto-Seville_Province_of_Seville_Andalucia.html
3885170,Hilton Garden Inn Sevilla,4,4.3,2946,#74 of 217 hotels in Seville,96,300,$92,"Av Ingeniería 11 Torneo Parque Empresarial, 41015 Seville Spain",+34 955 05 40 54,37.42742,-5.971674,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d3885170-Reviews-Hilton_Garden_Inn_Sevilla-Seville_Province_of_Seville_Andalucia.html
3954218,Plaza Santa Cruz Hostel,2,3.9,392,#58 of 462 Specialty lodging in Seville,89,299,$128,"Calle Santa Teresa, 15, Seville Spain",+34 955 54 35 54,37.385487,-5.988716,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d3954218-Reviews-Plaza_Santa_Cruz_Hostel-Seville_Province_of_Seville_Andalucia.html
4053431,The Boutike Hostel,1,4.2,505,#4 of 117 B&Bs / Inns in Seville,100,331,,"Calle Sales y Ferre 18, 41004 Seville Spain",+34 955 29 31 48,37.39084,-5.990365,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d4053431-Reviews-The_Boutike_Hostel-Seville_Province_of_Seville_Andalucia.html
4084783,Samay Rooms Sevilla,,0,0,,,,,"Plaza Curtidores n 5, 41003 Seville Spain",+34 955 10 01 61,37.38662,-5.98593,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d4084783-Reviews-Samay_Rooms_Sevilla-Seville_Province_of_Seville_Andalucia.html
4225203,Apartamentos Murallas de Sevilla,,3.4,54,#229 of 462 Specialty lodging in Seville,90,431,,"Avenida de Cadiz, 5, 41012 Seville Spain",+34 639 60 26 25,37.382797,-5.986117,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d4225203-Reviews-Apartamentos_Murallas_de_Sevilla-Seville_Province_of_Seville_Andalucia.html
4273894,Sevilla Home Center,3.5,4.4,72,#68 of 462 Specialty lodging in Seville,110,319,$168,"Calle Quiros 8, 41001 Seville Spain",+34 656 86 80 70,37.38814,-5.99786,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d4273894-Reviews-Sevilla_Home_Center-Seville_Province_of_Seville_Andalucia.html
4346514,Suites Sevilla Plaza,3,4.6,443,#9 of 462 Specialty lodging in Seville,144,343,$162,"Calle Zaragoza 52, 41001 Seville Spain",+34 601 19 24 65,37.387962,-5.996631,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d4346514-Reviews-Suites_Sevilla_Plaza-Seville_Province_of_Seville_Andalucia.html
4460146,Residencia Armendariz,,1,1,#379 of 462 Specialty lodging in Seville,67,129,,"Carretera Su Eminencia 15, 41013 Seville Spain",+34 954 12 41 11,37.356647,-5.975745,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d4460146-Reviews-Residencia_Armendariz-Seville_Province_of_Seville_Andalucia.html
4557087,Casual de las Letras Sevilla,2,4.1,1079,#78 of 217 hotels in Seville,85,273,$89,"Calle Alhondiga 24, 41003 Seville Spain",+34 954 22 26 77,37.39227,-5.988911,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d4557087-Reviews-Casual_de_las_Letras_Sevilla-Seville_Province_of_Seville_Andalucia.html
4583159,Residencia Universitaria Los Bermejales,,3,1,#197 of 217 hotels in Seville,,,,"Avenida de Italia, Seville Spain",+34 954 23 92 43,37.3508,-5.98266,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d4583159-Reviews-Residencia_Universitaria_Los_Bermejales-Seville_Province_of_Seville_Andalucia.html
5005807,Life Apartments Quintana,2,4.1,35,#110 of 462 Specialty lodging in Seville,103,498,,"Quintana 35, Seville Spain",+34 956 08 56 54,37.397476,-5.992085,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d5005807-Reviews-Life_Apartments_Quintana-Seville_Province_of_Seville_Andalucia.html
