rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
928,1829259,Private Madrid Museum Tours,Cultural Tours • Private Tours,Nueva España,4.9,790,FALSE,,,Madrid Museum Tours specializes since 1997 in private tours for individual Travellers. Our Team consists of Licensed Guides of Madrid and Art Historian. Checkout our 47 Personalised Day Tours and …,https://www.tripadvisor.com/Attraction_Review-g187514-d1829259-Reviews-Private_Madrid_Museum_Tours-Madrid.html
929,2324419,Insider's Travel,Sightseeing Tours,Malasaña,5,365,FALSE,,,"Are you dreaming of an unforgettable trip to Europe, but feeling overwhelmed by the planning and logistics? Don’t let the language barrier, cultural differences, or complex travel arrangements hold…",https://www.tripadvisor.com/Attraction_Review-g187514-d2324419-Reviews-Insider_s_Travel-Madrid.html
930,2507446,MadSnail Travel Private Tours,Cultural Tours • Historical & Heritage Tours,Centro,5,187,FALSE,,,"MadSnail Travel specializes in carefully designed PRIVATE walking tours in Madrid. We offer authentic local and cultural experiences, native local guides speaking in total in 7 languages, flexibility…",https://www.tripadvisor.com/Attraction_Review-g187514-d2507446-Reviews-MadSnail_Travel_Private_Tours-Madrid.html
931,8077249,Segway Travel Madrid,Cultural Tours • Segway Tours,Centro,5,618,FALSE,,,"We are a company of alternative tourism for travelers who want to know and feel Madrid a unique and fun way. With us feel to do Tourism differently, moved to centuries of History, Palaces, Cathedrals…",https://www.tripadvisor.com/Attraction_Review-g187514-d8077249-Reviews-Segway_Travel_Madrid-Madrid.html
933,2196480,Madrid Day Tours,City Tours • Cultural Tours,Centro,4.9,578,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d2196480-Reviews-Madrid_Day_Tours-Madrid.html
934,9835076,Native Spanish Tapas,City Tours • Food Tours,Centro,5,620,FALSE,,,Native Spanish Tapas Tour is a unique historical and culinary tour from a local perspective routed in Madrid.,https://www.tripadvisor.com/Attraction_Review-g187514-d9835076-Reviews-Native_Spanish_Tapas-Madrid.html
936,23325603,Kasinde Africa,"4WD, ATV & Off-Road Tours • Nature & Wildlife Tours",Marroquina,5,136,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23325603-Reviews-Kasinde_Africa-Madrid.html
937,15748082,The Best Of Madrid,Cultural Tours • Historical & Heritage Tours,Centro,5,180,FALSE,Open now,,"We are a group of Madrid official tourist guides, with many years of experience. We love our city and enjoy sharing its stunning treasures with visitors. You will know about Madrid history, its monuments…",https://www.tripadvisor.com/Attraction_Review-g187514-d15748082-Reviews-The_Best_Of_Madrid-Madrid.html
938,24049945,Madridos,City Tours • Historical & Heritage Tours,,5,136,FALSE,,,Hebrew tours that will make you fall in love with Madrid. Join the hundreds of Israeli travelers who have already fallen in love with Madrid!,https://www.tripadvisor.com/Attraction_Review-g187514-d24049945-Reviews-Madridos-Madrid.html
939,15207987,TIM Bikes,City Tours • Historical & Heritage Tours,Centro,4.9,292,FALSE,,,"TIM Bikes organizes guided bike tours in Madrid and its surroundings. Join us and discover a different vision of Madrid through our artistic, cultural, historical or gastronomic tours. Specially designed…",https://www.tripadvisor.com/Attraction_Review-g187514-d15207987-Reviews-TIM_Bikes-Madrid.html
940,13454995,Madrid Pour Vous,Segway Tours • Bike Tours,Centro,5,365,FALSE,,,"Segway, bike & walking tours. Private groups and custom itineraries. Discover with us Madrid's insider spots.",https://www.tripadvisor.com/Attraction_Review-g187514-d13454995-Reviews-Madrid_Pour_Vous-Madrid.html
941,20213771,Spain Free Tours - Free Tour Madrid,City Tours • Cultural Tours,,5,155,FALSE,,,"SPAIN FREE TOURS ® company of quality free tours in Spain. We offer guided tours in Madrid, with local tour guides that offer more than just a guided tour: a fun and cultural experience.",https://www.tripadvisor.com/Attraction_Review-g187514-d20213771-Reviews-Spain_Free_Tours_Free_Tour_Madrid-Madrid.html
942,13417918,Strawberry Tours,Cultural Tours • Historical & Heritage Tours,Centro,5,1222,FALSE,Open now,,"Discover one of the most inclusive and enjoyable cities in Europe. A city which has been one of the epicenters of western art for centuries, and nowadays is home to three of the best painting museums…",https://www.tripadvisor.com/Attraction_Review-g187514-d13417918-Reviews-Strawberry_Tours-Madrid.html
944,4040458,Winebus,Food Tours • Wine Tours & Tastings,Adelfas,4.9,388,FALSE,,,"Winebus is a Travel Agency located in Madrid, Spain. We propose to enjoy a different experience going from Madrid to nearby attractive wineries, not having to drive, tasting wonderful wines, with …",https://www.tripadvisor.com/Attraction_Review-g187514-d4040458-Reviews-Winebus-Madrid.html
945,8294419,Madrid Tapas Trip,City Tours • Cultural Tours,Centro,5,849,FALSE,,,"Enjoy authentic experiences. Unveil the knowledge. Discover the hideouts. Be a local combining variety of tastings, History & Culture with our authentic Tapas & Historic Tour, Wine Tasting at Vineyards…",https://www.tripadvisor.com/Attraction_Review-g187514-d8294419-Reviews-Madrid_Tapas_Trip-Madrid.html
946,7620197,Marly Camino,Multi-day Tours • Cultural Tours,Chamartín,5,391,TRUE,,,"Marly Camino is a local Spanish company based in Madrid, formed by a dedicated group of passionate, high-quality, professional human beings who are in love with our home. For over 15 years, we have…",https://www.tripadvisor.com/Attraction_Review-g187514-d7620197-Reviews-Marly_Camino-Madrid.html
949,8492029,Segway Madrid,Segway Tours,Centro,4.9,527,FALSE,,,"At Segway Madrid we provide one of the most fun and amazing things to do in Madrid. We have the best team of guides to take you around on our Segway i2 PTs, in this gorgeous city. You can visit our…",https://www.tripadvisor.com/Attraction_Review-g187514-d8492029-Reviews-Segway_Madrid-Madrid.html
950,4358192,OgoTours,Cultural Tours • Historical & Heritage Tours,Centro,4.9,943,FALSE,,,"Discover the best of Madrid with local guides: history, legends, culture, gastronomy, tips, flamenco, etc.! Professional enthusiastic guides, entertaining informative tours, local perspective, reasonable…",https://www.tripadvisor.com/Attraction_Review-g187514-d4358192-Reviews-OgoTours-Madrid.html
952,1213784,Madsegs,City Tours • Segway Tours,Centro,4.9,472,FALSE,,,"Private Madrid Premium Tours. Choose from a 2 or 3 hours of fun. Stops, photos are included. We love what we do, we do all our own tours and have yet to have an unhappy customer in over 10 years. …",https://www.tripadvisor.com/Attraction_Review-g187514-d1213784-Reviews-Madsegs-Madrid.html
953,19119932,Road Out Escape Room,Escape Games,Ciudad Lineal,5,139,FALSE,,,Escape Room Madrid.,https://www.tripadvisor.com/Attraction_Review-g187514-d19119932-Reviews-Road_Out_Escape_Room-Madrid.html
954,10717062,Euro Segway Tours Madrid,City Tours • Segway Tours,Centro,4.9,735,FALSE,,,"We do only Small groups and private tours give you extra time for training, coffee, tea or water are included before and after the tour. We also will provide information about free entrances in most…",https://www.tripadvisor.com/Attraction_Review-g187514-d10717062-Reviews-Euro_Segway_Tours_Madrid-Madrid.html
956,15036968,4U Madrid Walking Tour,City Tours • Cultural Tours,Centro,4.9,192,FALSE,,,We are a group of professionals in love with Madrid. Our mission is to accompany you on your journey through the emblematic places of the city while telling you the most relevant facts of Madrid’s…,https://www.tripadvisor.com/Attraction_Review-g187514-d15036968-Reviews-4U_Madrid_Walking_Tour-Madrid.html
958,8603436,Escape del Secuestro,Escape Games,Arganzuela,4.9,427,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d8603436-Reviews-Escape_del_Secuestro-Madrid.html
959,6438424,Accessible Madrid,Sightseeing Tours,Pacífico,4.9,350,TRUE,,,Accessible Madrid was founded in 2013 and now is a leading company in Spain offering accessible services and products for travelers with disability or limited mobility. We operate accessible tours…,https://www.tripadvisor.com/Attraction_Review-g187514-d6438424-Reviews-Accessible_Madrid-Madrid.html
960,13936529,Experimenta Madrid,Cultural Tours • Ghost & Vampire Tours,Aravaca,4.9,751,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13936529-Reviews-Experimenta_Madrid-Madrid.html
963,11645360,HistoAventura,City Tours,,4.9,872,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d11645360-Reviews-HistoAventura-Madrid.html
964,13133383,Evasion Room Si o Si,Escape Games,Rosas,4.9,482,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13133383-Reviews-Evasion_Room_Si_o_Si-Madrid.html
967,10847418,Five Mon-keys Escape Game,Escape Games,Centro,4.9,699,FALSE,Open now,,"Escape room in Plaza Mayor, Madrid. For more information, please visit our website.",https://www.tripadvisor.com/Attraction_Review-g187514-d10847418-Reviews-Five_Mon_keys_Escape_Game-Madrid.html
969,9826318,Xtreme Tours Madrid,Cultural Tours • Historical & Heritage Tours,Centro,4.9,609,FALSE,Open now,,"In Xtreme Tours Madrid, we have designed the best and most personalized tours for you to discover all the great stories, costumes, traditions, secrets and surprises that this great city and it's people…",https://www.tripadvisor.com/Attraction_Review-g187514-d9826318-Reviews-Xtreme_Tours_Madrid-Madrid.html
971,21301247,Monkey Donkey - Gymkanas Madrid,Escape Games • Scavenger Hunts,Vallehermoso,4.9,140,FALSE,,,"Monkey Donkey - Gymkhanas in Madrid: Guaranteed Fun for All Ages At Monkey Donkey, we provide entertainment for both children and adults. Join our gymkhanas and dive into a world of exciting challenges…",https://www.tripadvisor.com/Attraction_Review-g187514-d21301247-Reviews-Monkey_Donkey_Gymkanas_Madrid-Madrid.html
972,16851869,Mindtrap Escape Rooms,Escape Games,Palos de Moguer,4.9,177,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d16851869-Reviews-Mindtrap_Escape_Rooms-Madrid.html
973,4345017,Segcitytours - Segway® Tours,Segway Tours,Huertas,4.9,978,FALSE,,,"Segway tours. Go up and enjoy! Enjoy a unique tourist experience . A Segway ride the most traditional Madrid , the Madrid de los Austrias, combine it with the Madrid of the Borbones. Escape to Toledo…",https://www.tripadvisor.com/Attraction_Review-g187514-d4345017-Reviews-Segcitytours_SegwayR_Tours-Madrid.html
975,27166863,La Saga del Rey Rojo,Escape Games,,4.9,97,TRUE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27166863-Reviews-La_Saga_del_Rey_Rojo-Madrid.html
978,7256845,600 Tour Madrid,City Tours,Centro,4.9,187,FALSE,,,"Tours in Madrid. Culture, history, emblematic places, curiosities , in a classic Seat 600. The most authentic tours of Madrid. Contact",https://www.tripadvisor.com/Attraction_Review-g187514-d7256845-Reviews-600_Tour_Madrid-Madrid.html
979,12429577,Withlocals,City Tours • Sightseeing Tours,,4.9,1149,FALSE,,,Private & personalized things to-do in Madrid. From discovering hidden gems to visiting the highlights with a local. Withlocals offers 100% unique experiences in Madrid.,https://www.tripadvisor.com/Attraction_Review-g187514-d12429577-Reviews-Withlocals-Madrid.html
980,15812534,The Darkest Room,Escape Games,Tetuán,4.9,212,FALSE,Open now,,Many escape rooms put your senses to the test. The Darkest Room shows you how it feels when you lack one of them completely: eyesight. Plunge into a multi-sensory adventure which will brighten up …,https://www.tripadvisor.com/Attraction_Review-g187514-d15812534-Reviews-The_Darkest_Room-Madrid.html
982,5113995,Madrid and You Events,City Tours • Cultural Tours,Centro,4.9,385,FALSE,,,"Madrid and You offers private guided tours in Madrid and the surrounding cities (I.e. Toledo , Segovia, el Escorial or Avila). We provide the best official guides in town to show you the city like…",https://www.tripadvisor.com/Attraction_Review-g187514-d5113995-Reviews-Madrid_and_You_Events-Madrid.html
984,23603825,Wine Tours From Madrid,Taxis & Shuttles • Wine Tours & Tastings,,4.9,306,FALSE,,,"Wine experience, part education part fun. Our tours showcase the spirit and the soul of Spain. Through the trips, you will come to smell, hear, feel and know the pride the Spaniards take in their …",https://www.tripadvisor.com/Attraction_Review-g187514-d23603825-Reviews-Wine_Tours_From_Madrid-Madrid.html
985,9543578,Sangpanya Salud,Spas,Arguelles,4.9,215,FALSE,,,"Thai professional of massage , healthy , holistic health, health care . Perfect of Original and good quality of Thai massage",https://www.tripadvisor.com/Attraction_Review-g187514-d9543578-Reviews-Sangpanya_Salud-Madrid.html
987,15078043,Esfinge Escape Room,Escape Games,Prosperidad,4.9,196,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d15078043-Reviews-Esfinge_Escape_Room-Madrid.html
991,12578631,AlcatraXcape,Escape Games,Arguelles,4.9,742,FALSE,,,"AlcatraXcape is the new Escape Room in well known district of Arguelles, in the heart of Madrid, based on famous Alcatraz Prison. There is a huge challenge waiting for you in AlcatraXcape: will you…",https://www.tripadvisor.com/Attraction_Review-g187514-d12578631-Reviews-AlcatraXcape-Madrid.html
992,12180271,Wake Up Free Tours Madrid,City Tours • Cultural Tours,Centro,4.9,604,FALSE,,,"We are Wake Up Free Tours, a group of young madrilian professionals of free walking tours around the city with a single objective - make you explore Madrid in a different way and show you the most…",https://www.tripadvisor.com/Attraction_Review-g187514-d12180271-Reviews-Wake_Up_Free_Tours_Madrid-Madrid.html
993,11700968,Cool Tour Spain,Cultural Tours • Sightseeing Tours,Centro,4.8,211,FALSE,,,"Street art experiences and guided visits to learn about the graffiti in Madrid. Cooltourspain will take you around Lavapies district, one of the most multicultural and multicolor neighborhoods in …",https://www.tripadvisor.com/Attraction_Review-g187514-d11700968-Reviews-Cool_Tour_Spain-Madrid.html
994,1569592,Bravo Bike,City Tours • Bike Tours,Arguelles,4.9,1055,FALSE,,,"Bravo Bike has been providing quality cycling tours of Madrid, Spain and other parts of the world for 22 years, with regular as well as electric bicycles. We offer our most popular classic or private…",https://www.tripadvisor.com/Attraction_Review-g187514-d1569592-Reviews-Bravo_Bike-Madrid.html
995,27503208,ExperienceFirst Madrid,Walking Tours • Day Trips,,4.8,245,FALSE,,,"We want you to have the best experience here in Madrid — the kind of day you’ll remember for years to come. When you take a tour with us, we’re showing you our city the way we’d show our family when…",https://www.tripadvisor.com/Attraction_Review-g187514-d27503208-Reviews-ExperienceFirst_Madrid-Madrid.html
997,7182942,Entre Cepas Catas y Enoturismo,Lessons & Workshops • Wine Tours & Tastings,,4.8,847,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d7182942-Reviews-Entre_Cepas_Catas_y_Enoturismo-Madrid.html
999,3519225,Madrid Segway,Cultural Tours • Segway Tours,Centro,4.9,1791,FALSE,,,"""Turning customers into friends"": Come and enjoy with us the segway experience. We are a young leisure & tourism company. We can arrange for private and family tours. C Starting at 25€/60 minutes …",https://www.tripadvisor.com/Attraction_Review-g187514-d3519225-Reviews-Madrid_Segway-Madrid.html
1001,8768950,El Gran Escape,Escape Games,Lavapiés,4.8,834,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d8768950-Reviews-El_Gran_Escape-Madrid.html
1004,12151800,Food Lover Tour,Food Tours,Chamberí,5,401,FALSE,,,"With Food Lover Tour, we’ll take you where authentic madrilenos (as the people from Madrid are known) get together to eat the best Spanish tapas and drink local wines. Where the locals go, we go!",https://www.tripadvisor.com/Attraction_Review-g187514-d12151800-Reviews-Food_Lover_Tour-Madrid.html
1005,32869849,Tío Tours,Walking Tours,,5,64,FALSE,,,"Not from Madrid, but made for it. I'm Nic, the brains behind Tío Tours. Over the past years, I've made Madrid my city, soaking up it's history, culture and quirks. Now I want to share it with you! …",https://www.tripadvisor.com/Attraction_Review-g187514-d32869849-Reviews-Tio_Tours-Madrid.html
1006,25179254,Agiday Experience,Cultural Tours • Private Tours,,4.9,108,FALSE,,,"""Any Given Day"" At Agiday Travel, we love people like you, we are delighted to have you here, write to us about your concerns, reservations, modifications, private groups, etc. Anything you may need…",https://www.tripadvisor.com/Attraction_Review-g187514-d25179254-Reviews-Agiday_Experience-Madrid.html
1009,1075947,Trixi Bike Rental & Tours,City Tours • Bike Tours,Centro,4.8,578,FALSE,,,"In 2007 we opened our shop in Madrid where we have specialized in bike rental and organizing tours for both companies and private parties. Our city bikes are a healthy, affordable and fun way to discover…",https://www.tripadvisor.com/Attraction_Review-g187514-d1075947-Reviews-Trixi_Bike_Rental_Tours-Madrid.html
1012,13156106,El Secreto de Madrid. ESCAPE EXTERIOR,Escape Games,Arguelles,4.7,302,TRUE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13156106-Reviews-El_Secreto_de_Madrid_ESCAPE_EXTERIOR-Madrid.html
1014,26837468,Letango Tours Madrid,Multi-day Tours • Taxis & Shuttles,,4.9,197,FALSE,,,"Letango tours has been offering private tours in Spain, Portugal and Morocco since 1999. We pride ourselves for a top customer service. We are recommended by Rick Steves in his travel guidebook. Here…",https://www.tripadvisor.com/Attraction_Review-g187514-d26837468-Reviews-Letango_Tours_Madrid-Madrid.html
1015,13281150,Dark Street Escape Room,Escape Games,Centro,4.8,567,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13281150-Reviews-Dark_Street_Escape_Room-Madrid.html
1016,25078452,Dorian Ph,Walking Tours • Private Tours,,5,77,FALSE,,,"The best moments of your vacation Ig : dorian . ph Top-rated memories are created by traveling. POR we design unique POR dEStinos photo routes, where every step is an opportunity to capture authentic…",https://www.tripadvisor.com/Attraction_Review-g187514-d25078452-Reviews-Dorian_Ph-Madrid.html
1018,13189109,Mysterium Tours,Ghost & Vampire Tours • Historical & Heritage Tours,Centro,4.8,224,FALSE,,,"Mysterium Tours in Madrid presents the dark side of Madrid, presented by the voice of an elegant narrator who will share with you the most intimate and atrocious aspects of the Spanish Inquisition…",https://www.tripadvisor.com/Attraction_Review-g187514-d13189109-Reviews-Mysterium_Tours-Madrid.html
1019,10117980,A Friend in the City,City Tours • Cultural Tours,Centro,5,96,TRUE,,,"Custom-made tours of Spain. Un Amigo en la Ciudad provides private guided tours of Madrid/ Barcelona/Sevilla and many other cities, in a friendly atmosphere that you will love! we work only with young…",https://www.tripadvisor.com/Attraction_Review-g187514-d10117980-Reviews-A_Friend_in_the_City-Madrid.html
1020,12945372,Escape Khaos,Escape Games,Chamberí,4.8,509,FALSE,,,"Escape room in Madrid, ¡enjoy a different plan! Solve the riddles and reach your goal in 60 minutes.",https://www.tripadvisor.com/Attraction_Review-g187514-d12945372-Reviews-Escape_Khaos-Madrid.html
1021,15798998,Gourmet Traditional Paella&Sangria Cooking Class,Cooking Classes,Centro,5,109,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d15798998-Reviews-Gourmet_Traditional_Paella_Sangria_Cooking_Class-Madrid.html
1023,2440901,Madride Travel,Scavenger Hunts • Walking Tours,Centro,4.8,1514,FALSE,Open now,,In MADRIDE TRAVEL we want to show you the Madrid we love. Discover the history of the Spanish capital in the FREE TOUR MADRID everyday at 11am and 5pm also you'll discover the dark legends of the …,https://www.tripadvisor.com/Attraction_Review-g187514-d2440901-Reviews-Madride_Travel-Madrid.html
1024,4346912,The Madrid Wine Experience,"Bar, Club & Pub Tours • Wine Tours & Tastings",Palomas,4.9,217,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d4346912-Reviews-The_Madrid_Wine_Experience-Madrid.html
1025,17609355,Madrid Airport Transfers & Tours - Welcome Pickups,City Tours • Cultural Tours,Salamanca (District),4.8,373,TRUE,,,"Welcome helps you make the most of your travels by providing transfer services from the airport or port, tips and tailor-made private experiences led by locals. Let a Local English speaking driver…",https://www.tripadvisor.com/Attraction_Review-g187514-d17609355-Reviews-Madrid_Airport_Transfers_Tours_Welcome_Pickups-Madrid.html
1026,3478420,Wonder Tours,Cultural Tours • Segway Tours,Centro,4.9,1961,FALSE,,,"We design experiences that are characterized by offering innovative proposals for those people and entities that are looking for a unique, familiar and memorable experience in the cities of Madrid…",https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
1031,17559495,Lóleo Eventos,Cooking Classes,Pacífico,5,82,FALSE,,,"Empresa de eventos, cursos cocina y catering Mi nombre es Lola y en Lóleo podemos organizar cualquier evento para que solo tengas que preocuparte por disfrutar. Además, si quieres conocer la cocina…",https://www.tripadvisor.com/Attraction_Review-g187514-d17559495-Reviews-Loleo_Eventos-Madrid.html
1038,13277584,Central Experiences,City Tours • Bike Tours,Lavapiés,5,102,FALSE,,,Check all experiences (x7) and tourist programs (x8) on our site. Have a glance and choose your favourite one: Madrid's awaiting u. Be welcomed. 20% off / 2nd experience.,https://www.tripadvisor.com/Attraction_Review-g187514-d13277584-Reviews-Central_Experiences-Madrid.html
1040,28115148,QIK Tours,Bike Tours • Gear Rentals,,5,64,FALSE,,,"Discover the city with Qik Tours! We offer guided e-bike and scooter tours, providing a fun and eco-friendly way to explore. Rentals are also available for those who prefer to roam free. Looking for…",https://www.tripadvisor.com/Attraction_Review-g187514-d28115148-Reviews-QIK_Tours-Madrid.html
1043,21513609,Todo Tours,Cultural Tours • Historical & Heritage Tours,Centro,4.7,511,TRUE,,,"Todo Tour is a company conceived to make available to the traveler different options to know Madrid, both its streets and corners, as well as its museums and monuments. We collaborate with a team …",https://www.tripadvisor.com/Attraction_Review-g187514-d21513609-Reviews-Todo_Tours-Madrid.html
1044,26953491,Café Ziryab Tablao Flamenco,"Bar, Club & Pub Tours • Paint & Pottery Studios",,4.7,205,TRUE,Open now,,"Live flamenco at Café Ziryab Come enjoy a night full of passion and flamenco rhythm at Café Ziryab! In Madrid, where flamenco is part of our culture and soul. Café Ziryab is the perfect place to experience…",https://www.tripadvisor.com/Attraction_Review-g187514-d26953491-Reviews-Cafe_Ziryab_Tablao_Flamenco-Madrid.html
1045,25131207,Best Madrid Tours,City Tours • Cultural Tours,,4.9,235,FALSE,,,Tours led by official guides from Madrid and Spain with more than twenty years of experience in the field of tourism. We create unique and tailored experiences for our visitors. Based in Madrid we…,https://www.tripadvisor.com/Attraction_Review-g187514-d25131207-Reviews-Best_Madrid_Tours-Madrid.html
1047,13950765,Tell me about Madrid,City Tours • Historical & Heritage Tours,Centro,4.8,166,FALSE,,,"I am a friendly and easy going guy who has fell in love with this city, its amazing history and its delicious food. Luckily, I have had the opportunity to be a tour guide for more than 6 years and…",https://www.tripadvisor.com/Attraction_Review-g187514-d13950765-Reviews-Tell_me_about_Madrid-Madrid.html
1051,12414948,Walkingmad,City Tours • Cultural Tours,Centro,4.9,156,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d12414948-Reviews-Walkingmad-Madrid.html
1052,6372768,Parapark,Escape Games,Malasaña,4.6,533,FALSE,Open now,,"Parapark is the first escape room opened in Madrid. We lock your group - 2 to 5 people - in a abandoned room in the city centre of Madrid. You need to find the exit in an hour looking for hints, clues…",https://www.tripadvisor.com/Attraction_Review-g187514-d6372768-Reviews-Parapark-Madrid.html
1053,27000399,Yannat.com Madrid,Hiking & Camping Tours • Private Tours,,5,70,FALSE,,,"Welcome to Yannat, where we live and love Madrid! We're your agency passionate about sharing the wonders of our homeland. From paella cooking classes to exciting bar-hopping routes, we explore the…",https://www.tripadvisor.com/Attraction_Review-g187514-d27000399-Reviews-Yannat_com_Madrid-Madrid.html
1055,20222695,VIAJES GRAN VÍA,City Tours • Multi-day Tours,Arguelles,4.8,155,FALSE,,,"Viajes Gran Vía is an agency where your vacations start from the moment you make reservations, we are experts in air and land ticket office, cruises, medium and long distance circuits, and local tours…",https://www.tripadvisor.com/Attraction_Review-g187514-d20222695-Reviews-VIAJES_GRAN_VIA-Madrid.html
1056,28662053,Madrid Food Tour - Do Eat Better Experience,Food Tours,,5,59,FALSE,,,"Madrid food tours are progressive meals eaten in different locations, usually downtown, walking in the streets where the main monuments are. This is best way to enjoy your time here, both for good…",https://www.tripadvisor.com/Attraction_Review-g187514-d28662053-Reviews-Madrid_Food_Tour_Do_Eat_Better_Experience-Madrid.html
1057,32831551,Xplore Madrid,City Tours • Cultural Tours,,5,58,FALSE,,,"The best tours and experiences in Madrid I am Jorge, an official tour guide with more than 8 years of experience in various parts of Europe and of course in Madrid, the city where I was born. Passionate…",https://www.tripadvisor.com/Attraction_Review-g187514-d32831551-Reviews-Xplore_Madrid-Madrid.html
1058,15056932,Next Door Escape Room,Escape Games,La Latina,4.7,246,FALSE,,,"Do you want to enjoy the best escape room in Madrid? Come and test your ingenuity and skill and escape before the time runs out. Then, you can enjoy the emblematic area of Madrid ""La Latina"" to go…",https://www.tripadvisor.com/Attraction_Review-g187514-d15056932-Reviews-Next_Door_Escape_Room-Madrid.html
1059,10353009,Madrid Segway Tour,Cultural Tours • Segway Tours,Arguelles,4.9,203,FALSE,,,Madrid Segway Tour is a glimpse into Madrid city's past. Let yourself be surprised about the fascinating history of Madrid in the most fun way by enjoying this exclusive Segway Tour. Plunge into the…,https://www.tripadvisor.com/Attraction_Review-g187514-d10353009-Reviews-Madrid_Segway_Tour-Madrid.html
1060,12053692,Dreampeaks,Canyoning & Rappelling Tours • Climbing Tours,Prosperidad,4.9,118,FALSE,,,"Dreampeaks is a leading Outdoor Company specialized in Hiking, Trekking and Adventure Tours in Madrid and beyond. We offer hiking, rock climbing, via ferrata, canyoning, kayaking and other Outdoor…",https://www.tripadvisor.com/Attraction_Review-g187514-d12053692-Reviews-Dreampeaks-Madrid.html
1061,6865058,Madrid a Pie,City Tours • Cultural Tours,Centro,4.6,430,FALSE,,,"Madrid a pie! It is an initiative that aims to teach Madrid differently, so different that the price is set by the client performing after your voluntary contributions. Several European cities already…",https://www.tripadvisor.com/Attraction_Review-g187514-d6865058-Reviews-Madrid_a_Pie-Madrid.html
1063,12298775,QBTour,Sightseeing Tours • Private Tours,,4.9,118,FALSE,,,"QBTour is a Spanish company specialized in offering personalized tours for individuals, groups of friends or family, and businesses looking to conduct effective workshop activities in Morocco. Additionally…",https://www.tripadvisor.com/Attraction_Review-g187514-d12298775-Reviews-QBTour-Madrid.html
1065,27422103,Lexi Walking Tours,Day Trips,,5,57,FALSE,,,"Enjoy leisurely walking tours of Madrid with expert guides and uncover the history, secrets, food and life of Madrid. At Lexi Walking Tours, we have created fun tours of Madrid to understand how a…",https://www.tripadvisor.com/Attraction_Review-g187514-d27422103-Reviews-Lexi_Walking_Tours-Madrid.html
1069,32993082,Luxury Travel Madrid,City Tours • Cultural Tours,,4.7,155,FALSE,Open now,,"At Luxury Travel, we specialize in crafting unforgettable journeys that combine the most exquisite destinations with unparalleled customer service. As a premier tour operator, we are dedicated to …",https://www.tripadvisor.com/Attraction_Review-g187514-d32993082-Reviews-Luxury_Travel_Madrid-Madrid.html
1070,17416977,architoursmad,City Tours • Cultural Tours,Centro,5,102,FALSE,,,"If you come to Madrid or live in Madrid and are interested in architecture explained by a local architect, we are here to offer you group or private tours according to your interests and availability…",https://www.tripadvisor.com/Attraction_Review-g187514-d17416977-Reviews-Architoursmad-Madrid.html
1074,12163472,Express Toledo,City Tours • Cultural Tours,Centro,4.5,546,FALSE,,,"If you stay in Madrid you can’t miss the chance of visiting a legendary city Toledo. It´s known as the city of the 3 cultures and preserves Jewish, Muslim, and Christian architectural treasures. Express…",https://www.tripadvisor.com/Attraction_Review-g187514-d12163472-Reviews-Express_Toledo-Madrid.html
1075,2263901,Original Pub Crawls Madrid,"Bar, Club & Pub Tours",Huertas,4.6,525,FALSE,Open now,,"Looking for a wild night out in one of the world’s best party cities? This is the Original Pub Crawl Madrid. We are not your normal Bar Tour or night out in Madrid. 1,5 Hours FREE Drinks is your all…",https://www.tripadvisor.com/Attraction_Review-g187514-d2263901-Reviews-Original_Pub_Crawls_Madrid-Madrid.html
1076,32909420,Madriz Tours,Taxis & Shuttles • Bike Tours,,4.9,64,FALSE,,,"Discover Madrid and Malaga in a unique and special way with Madriztours. Hop on the Tuk Tuk and experience an unforgettable, historic and panoramic experience Discover Madrid and Malaga in a unique…",https://www.tripadvisor.com/Attraction_Review-g187514-d32909420-Reviews-Madriz_Tours-Madrid.html
