location_id,name,stars,rating,num_reviews,ranking_barcelona,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
258755,HCC Montblanc,3,4.1,2478,#94 of 521 hotels in Barcelona,154,275,$148,"Via Laietana 61, 08003 Barcelona Spain",+34 933 43 55 55,41.38787,2.173367,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d258755-Reviews-HCC_Montblanc-Barcelona_Catalonia.html
258869,Hotel Hcc St. Moritz,4,4.2,1311,#143 of 521 hotels in Barcelona,172,307,,"Diputacio, 264, 08007 Barcelona Spain",+34 934 12 15 00,41.391136,2.168123,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d258869-Reviews-Hotel_Hcc_St_Moritz-Barcelona_Catalonia.html
259360,Hotel Duquesa de Cardona Barcelona,4,4.7,3292,#23 of 521 hotels in Barcelona,202,623,$229,"Passeig de Colom, 12, 08002 Barcelona Spain",+34 932 68 90 90,41.379852,2.180596,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d259360-Reviews-Hotel_Duquesa_de_Cardona_Barcelona-Barcelona_Catalonia.html
259370,Atenea Rekord Suites,4,4.1,307,#313 of 521 hotels in Barcelona,128,359,,"Calle Muntaner, 352, 08021 Barcelona Spain",+34 932 00 19 53,41.398567,2.143829,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d259370-Reviews-Atenea_Rekord_Suites-Barcelona_Catalonia.html
260638,Catalonia Born,4,4.5,2581,#103 of 521 hotels in Barcelona,149,448,$148,"Carrer Del Rec Comtal, 16-18, 08003 Barcelona Spain",+34 932 68 86 00,41.38984,2.180072,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d260638-Reviews-Catalonia_Born-Barcelona_Catalonia.html
260656,Serhs Carlit Boutique Hotel,3,3.8,653,#290 of 521 hotels in Barcelona,143,369,,"Carrer de La Diputació, 383, 08013 Barcelona Spain",+34 935 05 26 00,41.39719,2.175785,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d260656-Reviews-Serhs_Carlit_Boutique_Hotel-Barcelona_Catalonia.html
263712,Pension Palacio,1,3.1,116,#563 of 888 Specialty lodging in Barcelona,139,368,,"Passeig Isabel II, 10 Pral.1a, 08003 Barcelona Spain",+34 933 19 36 09,41.38179,2.18295,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d263712-Reviews-Pension_Palacio-Barcelona_Catalonia.html
263714,Roma Reial Hotel,1,3.4,1184,#392 of 521 hotels in Barcelona,98,208,$94,"Plaça Reial 11 Ciutat Vella, 08002 Barcelona Spain",+34 933 02 03 66,41.38012,2.175925,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d263714-Reviews-Roma_Reial_Hotel-Barcelona_Catalonia.html
263723,Angie's Youth Hostal,,3,3,#616 of 888 Specialty lodging in Barcelona,,,,"Roger de Lluria 10 First Floor, Barcelona Spain",+34 934 11 21 37,41.39016,2.17294,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d263723-Reviews-Angie_s_Youth_Hostal-Barcelona_Catalonia.html
263729,Safestay Barcelona Gothic,2,3.5,470,#174 of 888 Specialty lodging in Barcelona,67,578,,"C/ dels Vigatans, 5, 9, 08003 Barcelona Spain",+34 932 68 78 08,41.38413,2.179631,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d263729-Reviews-Safestay_Barcelona_Gothic-Barcelona_Catalonia.html
264064,Camping El Roca,,3.8,4,#553 of 888 Specialty lodging in Barcelona,,,,"Av. de Ronda s/n Sitges, 08870 Barcelona Spain",+34 938 94 00 43,41.2425,1.80759,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d264064-Reviews-Camping_El_Roca-Barcelona_Catalonia.html
265742,Hotel Vilamari,4,4,1007,#245 of 521 hotels in Barcelona,136,443,$237,"Calle Vilamarí, 34-36, 08015 Barcelona Spain",+34 932 89 09 09,41.37672,2.152467,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d265742-Reviews-Hotel_Vilamari-Barcelona_Catalonia.html
266131,METT Barcelona,5,5,8,#404 of 521 hotels in Barcelona,272,656,,"Ctra Vallvidrera al Tibidabo 83-93 Distrito de Sarrià-Sant Gervasi, 08035 Barcelona Spain",+34 932 59 30 00,41.425453,2.120809,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d266131-Reviews-METT_Barcelona-Barcelona_Catalonia.html
266810,HCC Taber,3,4.1,1153,#97 of 521 hotels in Barcelona,154,271,$135,"Carrer d’Aragó, 256, 08007 Barcelona Spain",+34 934 87 38 87,41.390633,2.163129,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d266810-Reviews-HCC_Taber-Barcelona_Catalonia.html
266811,Hotel Medicis,2,3.9,519,#291 of 521 hotels in Barcelona,98,295,,"Carrer de los Castillejos, 340, 08025 Barcelona Spain",+34 934 50 00 53,41.410652,2.173136,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d266811-Reviews-Hotel_Medicis-Barcelona_Catalonia.html
267356,Aparts Bed and Breakfast,,5,1,#235 of 313 B&Bs / Inns in Barcelona,,,,"GV Spanish Place City Centre, 08005 Barcelona Spain",+34 677 28 62 63,41.38193,2.13588,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d267356-Reviews-Aparts_Bed_and_Breakfast-Barcelona_Catalonia.html
267358,Go Aparts Hostel,,3,3,#591 of 888 Specialty lodging in Barcelona,,,,"Gran Via Leiva 27 Plaza España, 08004 Barcelona Spain",+34 627 75 47 58,41.37381,2.1431,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d267358-Reviews-Go_Aparts_Hostel-Barcelona_Catalonia.html
274118,Hotel Continental Palacete,3,4,673,#293 of 521 hotels in Barcelona,169,448,$155,"30 Rambla de Catalunya, 08007 Barcelona Spain",+34 934 45 76 57,41.389732,2.165787,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d274118-Reviews-Hotel_Continental_Palacete-Barcelona_Catalonia.html
275097,Hotel Acta Atrium Palace,4,4.3,2332,#212 of 521 hotels in Barcelona,161,355,$204,"Gran Via de les Corts Catalanes, 656, 08010 Barcelona Spain",+34 933 42 80 00,41.390945,2.170649,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d275097-Reviews-Hotel_Acta_Atrium_Palace-Barcelona_Catalonia.html
277228,Ac Hotel Irla,4,3.7,254,#390 of 521 hotels in Barcelona,216,441,,"C/ Calvet 40-42, 08021 Barcelona Spain",+34 932 41 62 10,41.39471,2.14347,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d277228-Reviews-Ac_Hotel_Irla-Barcelona_Catalonia.html
279200,Hotel Actual,3,4.2,634,#180 of 521 hotels in Barcelona,140,361,$175,"Carrer Rosselló 238, 08008 Barcelona Spain",+34 935 52 05 50,41.39601,2.161119,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d279200-Reviews-Hotel_Actual-Barcelona_Catalonia.html
280859,Abba Rambla Hotel,3,4,574,#229 of 521 hotels in Barcelona,141,766,,"Rambla del Raval, 4C, 08001 Barcelona Spain",+34 935 05 54 00,41.379044,2.168478,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d280859-Reviews-Abba_Rambla_Hotel-Barcelona_Catalonia.html
280861,Hotel Best Auto Hogar,3,3.6,2085,#298 of 521 hotels in Barcelona,128,297,$173,"Av. Paral-lel, 64, 08001 Barcelona Spain",+34 934 43 98 50,41.375217,2.169193,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d280861-Reviews-Hotel_Best_Auto_Hogar-Barcelona_Catalonia.html
280919,Hotel HCC Regente,4,4.1,1270,#127 of 521 hotels in Barcelona,169,284,,"Rambla de Catalunya, 76, 08008 Barcelona Spain",+34 934 87 59 89,41.39226,2.162135,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d280919-Reviews-Hotel_HCC_Regente-Barcelona_Catalonia.html
280922,Sallés Hotel Pere Iv,4,4,523,#289 of 521 hotels in Barcelona,148,403,$178,"Pallars, 128-130, 08018 Barcelona Spain",+34 933 20 96 50,41.39693,2.192261,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d280922-Reviews-Salles_Hotel_Pere_Iv-Barcelona_Catalonia.html
280923,ILUNION Hotel Les Corts Spa,4,3.8,1908,#305 of 521 hotels in Barcelona,121,465,$223,"Carrer del Cardenal Reig, 11B, 08028 Barcelona Spain",+34 931 15 03 01,41.377518,2.11359,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d280923-Reviews-ILUNION_Hotel_Les_Corts_Spa-Barcelona_Catalonia.html
282300,H10 Marina Barcelona,4,4.1,3365,#227 of 521 hotels in Barcelona,165,387,$137,"Avenida Bogatell 64-68 Villa Olímpica, 08005 Barcelona Spain",+34 933 09 79 17,41.39308,2.192445,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d282300-Reviews-H10_Marina_Barcelona-Barcelona_Catalonia.html
282607,Hotel Aranea,,3.9,1363,#158 of 521 hotels in Barcelona,142,345,,"Consell de Cent, 444 Esquina Napols, 08013 Barcelona Spain",+34 932 47 74 74,41.3984,2.175799,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d282607-Reviews-Hotel_Aranea-Barcelona_Catalonia.html
283455,Hotel Comercio Barcelona,1,3.4,203,#414 of 521 hotels in Barcelona,,,,"Escudellers, 15 C/ Nueva de Zurbano 7, 08002 Barcelona Spain",+34 933 18 73 74,41.379448,2.175847,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d283455-Reviews-Hotel_Comercio_Barcelona-Barcelona_Catalonia.html
284018,Hotel Monegal,2,3.3,649,#417 of 521 hotels in Barcelona,94,339,,"Carrer de Pelai 62, 08001 Barcelona Spain",+34 933 02 65 66,41.385365,2.169781,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d284018-Reviews-Hotel_Monegal-Barcelona_Catalonia.html
285755,Vincci Maritimo Barcelona,4,4.1,1696,#115 of 521 hotels in Barcelona,119,610,$279,"Calle Llull 340 Esquina Selva de Mar, 08019 Barcelona Spain",+34 933 56 26 00,41.408134,2.211784,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d285755-Reviews-Vincci_Maritimo_Barcelona-Barcelona_Catalonia.html
285998,Hotel Neri - Relais & Chateaux,5,4.7,1525,#20 of 521 hotels in Barcelona,428,773,$396,"Carrer de Sant Sever 5, 08002 Barcelona Spain",+34 933 04 06 55,41.383312,2.17529,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d285998-Reviews-Hotel_Neri_Relais_Chateaux-Barcelona_Catalonia.html
286161,Pension Dali-,,2.7,50,#503 of 521 hotels in Barcelona,,,,"C/ Boqueria, 12, 08002 Barcelona Spain",+34 933 18 55 80,41.38142,2.17403,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d286161-Reviews-Pension_Dali-Barcelona_Catalonia.html
288479,Itaca Hostel,2,4.5,531,#32 of 888 Specialty lodging in Barcelona,42,230,,"Ripoll 21, 08002 Barcelona Spain",+34 933 01 97 51,41.385174,2.17542,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d288479-Reviews-Itaca_Hostel-Barcelona_Catalonia.html
288480,Be Mar  Barcelona Hostel,1,3.6,192,#211 of 888 Specialty lodging in Barcelona,,,,"Sant Pau 80, 08001 Barcelona Spain",+34 933 24 85 30,41.377357,2.170193,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d288480-Reviews-Be_Mar_Barcelona_Hostel-Barcelona_Catalonia.html
289345,Evenia Rosselló,4,4.1,1260,#230 of 521 hotels in Barcelona,136,427,,"Carrer del Rosselló, 191 L'Eixample, 08036 Barcelona Spain",+34 932 38 63 55,41.392075,2.155489,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d289345-Reviews-Evenia_Rossello-Barcelona_Catalonia.html
289353,Hotel Gran Derby Suite,4,4.4,872,#70 of 521 hotels in Barcelona,139,425,$161,"Loreto, 28, 08029 Barcelona Spain",+34 934 45 25 44,41.39003,2.142241,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d289353-Reviews-Hotel_Gran_Derby_Suite-Barcelona_Catalonia.html
290554,Hotel Barcelona House,3,3.7,1882,#347 of 521 hotels in Barcelona,131,336,,"Carrer dels Escudellers, 19, 08001 Barcelona Spain",+34 933 43 71 67,41.379482,2.176056,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d290554-Reviews-Hotel_Barcelona_House-Barcelona_Catalonia.html
290558,Pension Bahia,2,1.8,65,#306 of 313 B&Bs / Inns in Barcelona,,,,"C/ Canuda 2, 08002 Barcelona Spain",+34 933 02 61 53,41.38465,2.17111,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d290558-Reviews-Pension_Bahia-Barcelona_Catalonia.html
291444,"Sir Victor Barcelona, Part Of Sircle Collection",5,4.4,1818,#145 of 521 hotels in Barcelona,345,779,,"Carrer del Rosselló, 265, 08008 Barcelona Spain",+34 932 71 12 44,41.396217,2.160955,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d291444-Reviews-Sir_Victor_Barcelona_Part_Of_Sircle_Collection-Barcelona_Catalonia.html
291590,Occidental Atenea Mar Adults Only,4,4.1,2970,#198 of 521 hotels in Barcelona,135,444,$131,"Paseo Garcia Faria 37-47, 08019 Barcelona Spain",+34 935 31 60 40,41.402264,2.211666,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d291590-Reviews-Occidental_Atenea_Mar_Adults_Only-Barcelona_Catalonia.html
296915,Pulitzer Barcelona,4.5,4.4,2711,#113 of 521 hotels in Barcelona,205,493,$212,"Calle Bergara 8, 08002 Barcelona Spain",+34 934 81 67 67,41.386124,2.168306,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d296915-Reviews-Pulitzer_Barcelona-Barcelona_Catalonia.html
296916,Hotel Jazz,3,4.6,5880,#49 of 521 hotels in Barcelona,176,466,$159,"Pelai 3, 08001 Barcelona Spain",+34 935 52 96 96,41.386112,2.165785,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d296916-Reviews-Hotel_Jazz-Barcelona_Catalonia.html
305582,Axel Hotel Barcelona,4,4.1,3771,#221 of 521 hotels in Barcelona,150,632,$202,"Carrer d'Aribau 33, 08011 Barcelona Spain",+34 933 23 93 93,41.387363,2.160365,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d305582-Reviews-Axel_Hotel_Barcelona-Barcelona_Catalonia.html
305584,Sercotel Caspe,4,4.2,1896,#167 of 521 hotels in Barcelona,142,609,$149,"Carrer de Casp, 103 L'Eixample, 08013 Barcelona Spain",+34 932 46 70 00,41.39611,2.179265,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d305584-Reviews-Sercotel_Caspe-Barcelona_Catalonia.html
308080,Soul Backpackers Barcelona,,4.3,116,#145 of 888 Specialty lodging in Barcelona,54,192,,"Diputación 323 Princiapl 1era, 08009 Barcelona Spain",+34 931 94 16 77,41.39372,2.171092,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d308080-Reviews-Soul_Backpackers_Barcelona-Barcelona_Catalonia.html
313039,Hotel Acevi Villarroel,4,4.1,1240,#259 of 521 hotels in Barcelona,141,466,,"Villarroel, 106, 08011 Barcelona Spain",+34 934 52 00 00,41.38539,2.156813,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d313039-Reviews-Hotel_Acevi_Villarroel-Barcelona_Catalonia.html
313044,Leonardo Hotel Barcelona Gran Via,3,4,720,#279 of 521 hotels in Barcelona,126,423,,"C/ De la Diputacio, 100, 08015 Barcelona Spain",+34 935 53 47 60,41.381145,2.155053,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d313044-Reviews-Leonardo_Hotel_Barcelona_Gran_Via-Barcelona_Catalonia.html
314235,House Family Bed and Breakfast,,2.5,2,#241 of 313 B&Bs / Inns in Barcelona,,,,"286 Carrer Valencia Between Passeig de Gracia and Carrer Pau Claris, 08007 Barcelona Spain",+34 932 15 79 34,41.39371,2.16484,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d314235-Reviews-House_Family_Bed_and_Breakfast-Barcelona_Catalonia.html
446865,Hotel Catalonia La Maquinista,3,4.3,102,#344 of 521 hotels in Barcelona,109,389,$132,"Carrer de São Paulo, 33, 37 Sant Andreu, 08030 Barcelona Spain",+34 932 74 53 70,41.439453,2.199954,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d446865-Reviews-Hotel_Catalonia_La_Maquinista-Barcelona_Catalonia.html
483102,H10 Universitat,4,4.3,2138,#24 of 521 hotels in Barcelona,210,502,$137,"Ronda Universitat 21, 08007 Barcelona Spain",+34 933 42 78 50,41.386837,2.166647,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d483102-Reviews-H10_Universitat-Barcelona_Catalonia.html
483452,Mediterranean Youth Hostel,2,4,319,#345 of 521 hotels in Barcelona,38,164,,"Calle Diptuació, 335, 08009 Barcelona Spain",+34 616 31 49 20,41.39453,2.172348,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d483452-Reviews-Mediterranean_Youth_Hostel-Barcelona_Catalonia.html
483700,Sercotel Ámister Art Hotel,4,4.2,1353,#220 of 521 hotels in Barcelona,137,359,,"Avda Roma 93 - 95, 08029 Barcelona Spain",+34 933 63 34 68,41.384346,2.151522,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d483700-Reviews-Sercotel_Amister_Art_Hotel-Barcelona_Catalonia.html
484842,Barcelona Escape Apartments,,4.8,6,#455 of 521 hotels in Barcelona,,,,"Post Bus 15272, 1001Mg Barcelona Spain",+31 20 320 6402,41.373707,2.176971,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d484842-Reviews-Barcelona_Escape_Apartments-Barcelona_Catalonia.html
487644,Hotel Zenit Borrell,4,3.8,671,#311 of 521 hotels in Barcelona,144,351,,"C/ Comte Borrell, 208, 08029 Barcelona Spain",+34 934 52 55 66,41.386032,2.151471,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d487644-Reviews-Hotel_Zenit_Borrell-Barcelona_Catalonia.html
489054,Onix Rambla Hotel,3,4.1,715,#266 of 521 hotels in Barcelona,142,382,,"Rambla de Catalunya, 24, 08007 Barcelona Spain",+34 933 42 79 80,41.389175,2.166339,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d489054-Reviews-Onix_Rambla_Hotel-Barcelona_Catalonia.html
489057,Casa Fuster Hotel,5,4.5,2277,#87 of 521 hotels in Barcelona,289,881,$343,"Passeig de Gracia, 132, 08008 Barcelona Spain",+34 932 55 30 00,41.397987,2.158054,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d489057-Reviews-Casa_Fuster_Hotel-Barcelona_Catalonia.html
489100,Hotel Lyon,1,3.4,183,#416 of 521 hotels in Barcelona,112,382,,"General Castanos 6, 08003 Barcelona Spain",+34 933 19 43 60,41.3831,2.1847,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d489100-Reviews-Hotel_Lyon-Barcelona_Catalonia.html
493584,Hostal Central Barcelona,2,3.5,330,#118 of 313 B&Bs / Inns in Barcelona,163,406,,"Carrer De La Diputació 346, 8013 Barcelona Spain",+34 932 45 19 81,41.3966,2.1753,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d493584-Reviews-Hostal_Central_Barcelona-Barcelona_Catalonia.html
498018,Hotel SB Icaria,4,3.9,2094,#328 of 521 hotels in Barcelona,144,777,$154,"Av. d'Icària 195, 08005 Barcelona Spain",+34 932 21 82 00,41.39368,2.199376,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d498018-Reviews-Hotel_SB_Icaria-Barcelona_Catalonia.html
501108,Leonardo Royal Hotel Barcelona Forum,4,3.9,1917,#308 of 521 hotels in Barcelona,121,373,$143,"Paseo Taulat 278, 08019 Barcelona Spain",+34 934 89 82 00,41.41034,2.2184,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d501108-Reviews-Leonardo_Royal_Hotel_Barcelona_Forum-Barcelona_Catalonia.html
503136,Hotel Constanza Barcelona,2,4.4,2413,#135 of 521 hotels in Barcelona,145,303,$175,"Calle Bruc 33, 08010 Barcelona Spain",+34 932 70 19 10,41.39162,2.172925,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d503136-Reviews-Hotel_Constanza_Barcelona-Barcelona_Catalonia.html
503258,Apartaments Marina Abapart,3,4.3,346,#300 of 521 hotels in Barcelona,178,429,,"Carrer De La Marina, 306 L'Eixample, 08025 Barcelona Spain",+34 931 83 03 00,41.405766,2.172963,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d503258-Reviews-Apartaments_Marina_Abapart-Barcelona_Catalonia.html
503529,Hotel Aneto,1,3.6,555,#369 of 521 hotels in Barcelona,116,307,,"Carrer del Carme 38, 08001 Barcelona Spain",+34 933 01 99 89,41.38205,2.169734,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d503529-Reviews-Hotel_Aneto-Barcelona_Catalonia.html
503530,Deco - Born Apartments,3,4,31,#263 of 888 Specialty lodging in Barcelona,254,566,,"Calle Pescateria 1, 08003 Barcelona Spain",+34 936 67 56 72,41.38424,2.183622,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d503530-Reviews-Deco_Born_Apartments-Barcelona_Catalonia.html
506158,Hotel 1898,4,4.7,7015,#22 of 521 hotels in Barcelona,227,669,$197,"La Rambla, 109, 08001 Barcelona Spain",+34 935 52 95 52,41.383476,2.171058,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d506158-Reviews-Hotel_1898-Barcelona_Catalonia.html
506652,B Hotel,3,4.4,3089,#105 of 521 hotels in Barcelona,138,403,$204,"Gran Via de les Corts Catalanes, 389-391 Plaza Espana, 08015 Barcelona Spain",+34 935 52 95 00,41.3766,2.150522,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d506652-Reviews-B_Hotel-Barcelona_Catalonia.html
507800,chic&basic Lemon Boutique Hotel,2,4.2,196,#301 of 521 hotels in Barcelona,114,359,,"Calle Pelayo 6, 08001 Barcelona Spain",+34 933 42 66 66,41.385803,2.165145,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d507800-Reviews-Chic_basic_Lemon_Boutique_Hotel-Barcelona_Catalonia.html
524353,Chez Aliz Musical bed and Breakfast,,5,1,#234 of 313 B&Bs / Inns in Barcelona,,,,"Plaza de la LLana 5, 08003 Barcelona Spain",,41.38496,2.17919,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d524353-Reviews-Chez_Aliz_Musical_bed_and_Breakfast-Barcelona_Catalonia.html
528308,Hostal Gat Xino,,3.2,127,#388 of 888 Specialty lodging in Barcelona,,,,"Calle Hospital 149-155, 08001 Barcelona Spain",+34 933 24 88 33,41.37946,2.16663,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d528308-Reviews-Hostal_Gat_Xino-Barcelona_Catalonia.html
530096,"Hotel Barcelona Condal Mar, Affiliated By Meliá",4,4,2626,#254 of 521 hotels in Barcelona,142,474,$190,"Cristobal de Moura, 138 Sant Martí, 08019 Barcelona Spain",+34 933 07 77 27,41.412548,2.209042,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d530096-Reviews-Hotel_Barcelona_Condal_Mar_Affiliated_By_Melia-Barcelona_Catalonia.html
535497,Apartamentos Turisticos Marsol,3,3.7,37,#431 of 521 hotels in Barcelona,177,303,,"Avda. Castelldefels 112-114, 08860 Barcelona Spain",+34 936 34 24 00,41.27015,1.983224,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d535497-Reviews-Apartamentos_Turisticos_Marsol-Barcelona_Catalonia.html
542974,Serhs Del Port Hotel,3,4,1014,#175 of 521 hotels in Barcelona,112,333,$169,"Avda. Del Paral-lel, 40, 08001 Barcelona Spain",+34 932 30 85 00,41.374992,2.172509,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d542974-Reviews-Serhs_Del_Port_Hotel-Barcelona_Catalonia.html
543153,Casa Camper Hotel Barcelona,4,4.9,2684,#25 of 521 hotels in Barcelona,186,570,$137,"Carrer Elisabets, 11, 08001 Barcelona Spain",+34 933 42 62 80,41.383293,2.168481,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d543153-Reviews-Casa_Camper_Hotel_Barcelona-Barcelona_Catalonia.html
543385,Sunotel Aston,3,3.5,782,#294 of 521 hotels in Barcelona,116,370,,"Calle Paris 101, 08029 Barcelona Spain",+34 636 20 10 09,41.38949,2.147394,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d543385-Reviews-Sunotel_Aston-Barcelona_Catalonia.html
543388,Mercer House Bòria BCN,4,4,289,#381 of 521 hotels in Barcelona,213,748,,"Calle Boria, 24-26, 08003 Barcelona Spain",+34 932 95 58 93,41.3847,2.179059,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d543388-Reviews-Mercer_House_Boria_BCN-Barcelona_Catalonia.html
546350,Sea Hostel Barcelona,2,3.2,253,#349 of 888 Specialty lodging in Barcelona,76,487,,"Placa del Mar 1-4, 08003 Barcelona Spain",+34 634 35 44 99,41.37522,2.189476,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d546350-Reviews-Sea_Hostel_Barcelona-Barcelona_Catalonia.html
549454,Eurostars Monumental,4,3.8,635,#336 of 521 hotels in Barcelona,149,419,,"Consell de Cent 498-500, 08013 Barcelona Spain",+34 932 32 02 88,41.400616,2.178648,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d549454-Reviews-Eurostars_Monumental-Barcelona_Catalonia.html
556774,Aparthotel Allada,4,3.9,354,#84 of 888 Specialty lodging in Barcelona,144,360,,"Allada-Vermell, 6-8, 08003 Barcelona Spain",+34 932 68 33 88,41.387016,2.180758,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d556774-Reviews-Aparthotel_Allada-Barcelona_Catalonia.html
566174,Sarrià Residència Universitària,1,4.4,102,#160 of 888 Specialty lodging in Barcelona,,,,"Esports 1 - 7, 08017 Barcelona Spain",+34 932 06 55 40,41.401672,2.111667,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d566174-Reviews-Sarria_Residencia_Universitaria-Barcelona_Catalonia.html
568979,Ramblas Guesthouse,3,3.5,8,#247 of 313 B&Bs / Inns in Barcelona,,,,"Duc de la Victoria St. corner Canuda St, Barcelona Spain",,41.38434,2.17326,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d568979-Reviews-Ramblas_Guesthouse-Barcelona_Catalonia.html
571358,Alberguinn Sants Youth Hostel,1,4.2,186,#167 of 888 Specialty lodging in Barcelona,42,154,,"C/ Melcior de Palau 70-74, 08014 Barcelona Spain",+34 934 90 59 65,41.379646,2.134418,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d571358-Reviews-Alberguinn_Sants_Youth_Hostel-Barcelona_Catalonia.html
571373,Paraiso Hostel,2,3.3,161,#301 of 888 Specialty lodging in Barcelona,60,265,,"Ronda de Sant Pau, 55 - 57 Principal 1°, 08015 Barcelona Spain",+34 933 29 93 78,41.37775,2.164505,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d571373-Reviews-Paraiso_Hostel-Barcelona_Catalonia.html
573470,Hotel Carlos,,5,1,#476 of 521 hotels in Barcelona,,,,"Ronda Sant Elm 4, 08360 Barcelona Spain",+34 937 94 02 57,41.588448,2.576047,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d573470-Reviews-Hotel_Carlos-Barcelona_Catalonia.html
